"y0"
3.7805991655866421e+02
2.5297118569452874e+02
5.6088313908950283e+02
2.4686535180844135e+02
4.2778266943879447e+02
3.0601826672251775e+02
4.6935247195187662e+02
7.2016385071183458e+02
3.2604714303520871e+02
2.8056422736755127e+02
5.2385974077251501e+02
3.6375785919045370e+02
4.6281424627466669e+02
2.3828628088161307e+02
5.8765878052927530e+02
2.7281986288414129e+02
3.4393304796887310e+02
2.7048821130782727e+02
5.1910131787223202e+02
2.4531031952503326e+02
3.7351566752691764e+02
2.7415386180642901e+02
7.9059118156260161e+02
7.7115036701964596e+02
4.3106085308981369e+02
5.2107558323934461e+02
4.5145429976941381e+02
3.3087060836409080e+02
3.6733445990496284e+02
2.7940286853826564e+02
6.0585297395223506e+02
4.8259037662202104e+02
8.3597579951111436e+02
2.7466828186421532e+02
6.3029801940955815e+02
3.5258353538672060e+02
2.5244181873016481e+02
2.2844072604262459e+02
2.9259398381733996e+02
2.4016405972540846e+02
3.5902208625560490e+02
2.8368887770171386e+02
7.5207702503243092e+02
3.6630976050646728e+02
2.5691905315244401e+02
2.0086435529002398e+02
2.2426320861883957e+02
3.3149430396895468e+02
2.6890079938930126e+02
3.7719440192753422e+02
1.7033773915084035e+02
6.4828164379481291e+02
4.7294880812602901e+02
1.5897046758984720e+02
5.6746498438175922e+02
2.3413409190418034e+02
2.3011553055907191e+02
4.1746468347522881e+02
1.9686481826824067e+02
2.3048564187699171e+02
5.8222201145590384e+02
1.9178347239055648e+02
3.6288487027229928e+02
2.6043226144188384e+02
5.1356309153502559e+02
2.0683751090705289e+02
5.6314625348541870e+02
3.5076980600978305e+02
3.7670257510772001e+02
2.8240051265948807e+02
3.9961946494655257e+02
4.2583379563013045e+02
1.6914917644271748e+02
2.1123656743455152e+02
6.1835994971238028e+02
3.2292557840066212e+02
1.8398510595741811e+02
1.4211082935013951e+02
6.1045900877094311e+02
4.8167781280826165e+02
2.0630977419303289e+02
2.7935178909679337e+02
3.3190429437795950e+02
7.6234499077587657e+02
7.1883724258245275e+02
2.7119292615274753e+02
4.0025916242126868e+02
3.0638667676458425e+02
1.8032046808200607e+02
3.2188457034843617e+02
3.1490030715340384e+02
2.7747716711513038e+02
3.1924982649234022e+02
4.1489576957800460e+02
4.3835315762966331e+02
2.6826173251215471e+02
2.9212038278687174e+02
2.3317250401013345e+02
